0	0
0	0
0	0
0	0
0.0833348	0.0228749
0	0
0	0
0	0
0	0
0.0835757	0.022941
0	0
0	0
0	0
0	0
0.083732	0.0229839
0	0
0	0
0	0
0.083732	0.0229839
0	0
0	0
0	0
0	0
0.0838417	0.0230139
0	0
0	0
0	0
0.0837046	0.0229764
0	0
0	0
0	0
0	0
0.0839455	0.0230424
0	0
0	0
0	0
0	0
0.0839455	0.0230424
0	0
0	0
0	0
0.0840032	0.0230582
0	0
0	0
0	0
0.0840032	0.0230582
0	0
0	0
0	0
0	0
0	0
0.0840494	0.0230709
0	0
0	0
0	0
0.0840494	0.0230709
0	0
0	0
0	0
0	0
0.0840872	0.0230813
0	0
0	0
0.064118	0.0176039
0.0865972	0.0237696
0.171072	0.0469116
0.174254	0.0477824
0.216912	0.0594507
0.200776	0.0550384
0.285013	0.0780554
0.308423	0.084444
0.368188	0.100739
0.352038	0.0963376
0.360183	0.0985574
0.444268	0.121449
0.485712	0.132716
0.469553	0.128325
0.53122	0.145075
0.554483	0.151388
0.638244	0.174091
0.641253	0.174906
0.685662	0.186924
0.669487	0.182548
0.733952	0.199978
0.7581	0.206501
0.841757	0.229069
0.825568	0.224706
0.868741	0.23634
0.876699	0.238483
0.960148	0.260934
0.943948	0.256579
1.00311	0.272476
1.02912	0.279457
1.11243	0.301793
1.11734	0.303107
1.16028	0.314603
1.14407	0.310263
1.20708	0.327116
1.22798	0.332698
1.31093	0.354835
1.29474	0.350518
1.33465	0.361158
1.3415	0.362983
1.42431	0.385024
1.48316	0.40066
1.46695	0.396356
1.49378	0.403481
1.5764	0.425393
1.00867	1.00051
1.0497	1.02489
1.02731	1.02677
1.05566	1.03716
1.11831	1.07881
1.10742	1.09819
1.15548	1.12545
1.13052	1.12988
1.16314	1.14087
1.22582	1.18211
1.19403	1.19338
1.2109	1.19617
1.25668	1.22278
1.29287	1.25898
1.32819	1.29478
1.35335	1.3382
1.38478	1.37047
1.43807	1.41747
1.46392	1.45043
1.51877	1.49528
1.54248	1.52756
1.59661	1.57314
1.62975	1.61177
1.62609	1.62027
1.65563	1.64034
1.63798	1.63742
1.70032	1.67425
1.71998	1.70406
1.71819	1.71186
1.70503	1.70445
1.76778	1.74065
1.80055	1.77892
1.81823	1.80335
1.81706	1.81047
1.80379	1.80318
1.86733	1.83818
1.89938	1.87702
1.91466	1.90013
1.89744	1.89679
1.90437	1.89691
1.96507	1.93443
1.98102	1.96393
1.96253	1.96185
2.01036	1.98572
2.0054	1.99767
2.06638	2.0347
2.07391	2.06149
2.09435	2.09369
2.15763	2.13718
2.24596	2.23916
2.29624	2.2854
2.38132	2.37516
2.50543	2.50484
2.57399	2.56547
