0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.00270321	0.000742695
0.00540645	0.00148535
0.00810973	0.00222798
0.0108131	0.00297057
0.0135164	0.00371312
0.0162198	0.00445564
0.0189232	0.00519812
0.0216267	0.00594056
0.0243302	0.00668297
0.0270337	0.00742534
0.0297373	0.00816768
0.0324409	0.00890998
0.0351445	0.00965225
0.0378482	0.0103945
0.0405519	0.0111367
0.0432556	0.0118788
0.0459594	0.012621
0.0486632	0.013363
0.0513671	0.0141051
0.054071	0.0148471
0.0567749	0.0155891
0.0594789	0.016331
0.0621829	0.0170729
0.0648869	0.0178148
0.0675909	0.0185566
0.070295	0.0192984
0.0729992	0.0200402
0.0757033	0.0207819
0.0784076	0.0215236
0.0811118	0.0222653
0.0838161	0.0230069
0.0865204	0.0237485
0.0892247	0.02449
0.0919291	0.0252316
0.0946335	0.025973
0.097338	0.0267145
0.100042	0.0274559
0.102747	0.0281973
0.105452	0.0289386
0.108156	0.0296799
0.110861	0.0304212
0.113566	0.0311624
0.11627	0.0319036
0.118975	0.0326447
0.12168	0.0333858
0.124385	0.0341269
0.127089	0.034868
0.129794	0.035609
0.132499	0.03635
0.135204	0.0370909
0.137909	0.0378318
0.140614	0.0385727
0.143319	0.0393135
0.146024	0.0400543
0.166087	0.045547
0.225213	0.0617202
0.301998	0.082691
0.390691	0.106868
0.510798	0.139531
0.634305	0.173024
0.758838	0.2067
0.883445	0.240299
1.00813	0.273822
1.13288	0.307269
1.25771	0.340638
1.38261	0.373931
1.50759	0.407147
1.63264	0.440285
1.14192	1.08933
1.21884	1.15068
1.26708	1.20019
1.3	1.23398
1.3176	1.25237
1.33171	1.26136
1.34452	1.2741
1.37023	1.29913
1.42811	1.35533
1.49407	1.41433
1.57359	1.49303
1.65263	1.57219
1.73171	1.65132
1.81098	1.73027
1.90229	1.79717
1.98183	1.87584
2.06153	1.95436
2.1419	2.0322
2.23175	2.10057
2.31238	2.17814
2.39339	2.25535
2.47502	2.33193
2.56606	2.3991
2.64855	2.47482
2.73081	2.55078
2.81052	2.62928
2.89948	2.69854
2.9792	2.77703
3.05892	2.85552
3.13865	2.934
3.21838	3.01248
3.30967	3.0794
3.38941	3.15787
3.46916	3.23634
3.54891	3.31481
3.63791	3.38401
3.71767	3.46247
3.79743	3.54092
3.87719	3.61937
3.96337	3.6914
4.04315	3.76984
4.12292	3.84828
4.2027	3.92671
4.30146	3.98615
4.38125	4.06457
4.46105	4.14299
4.54084	4.22141
4.62945	4.29101
4.70925	4.36942
4.78906	4.44783
4.86886	4.52623
4.95393	4.59938
5.03374	4.67777
5.11356	4.75616
5.19338	4.83456
