0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.00765938	0.00210427
0.0153191	0.00420824
0.022979	0.00631193
0.0306299	0.00841276
0.038281	0.0105133
0.0459324	0.0126135
0.0810825	0.0222573
0.173524	0.0475827
0.288768	0.0790803
0.416881	0.113998
0.566931	0.154765
0.735194	0.200314
0.92975	0.252761
1.12751	0.305831
1.32848	0.359514
1.52965	0.412998
1.731	0.466282
1.23031	1.22117
1.35791	1.34762
1.48553	1.47406
1.61321	1.60043
1.74096	1.72674
1.86654	1.85463
1.994	1.98065
2.12175	2.10638
2.24974	2.23186
2.37673	2.35795
2.5049	2.48286
2.6331	2.60773
2.76132	2.73258
2.88961	2.85737
3.01732	2.98222
3.14545	3.10665
3.2736	3.23105
3.40099	3.35622
3.52812	3.48165
3.65352	3.6083
3.7806	3.73328
3.90795	3.85798
4.03598	3.98201
4.16371	4.10592
4.29202	4.22925
4.42052	4.35239
4.54908	4.47547
4.6776	4.5986
4.80427	4.72307
4.93215	4.84633
5.06004	4.96958
5.18793	5.09283
5.31307	5.21847
5.44069	5.34162
5.56821	5.46487
5.69566	5.58819
5.8231	5.71152
5.94359	5.84145
6.07085	5.96461
6.19822	6.08767
6.32614	6.21017
6.45401	6.33272
6.57857	6.45811
6.70598	6.58065
6.83351	6.70307
6.96118	6.82535
7.08376	6.9524
7.21015	7.07566
7.33658	7.19887
7.46304	7.32204
7.58951	7.4452
7.71215	7.57174
7.83786	7.69521
7.96355	7.8187
8.08965	7.94178
8.21237	8.06788
8.33842	8.19066
8.46448	8.31343
8.59053	8.4362
8.7166	8.55896
8.83494	8.68913
8.96083	8.81173
9.08673	8.93433
9.21264	9.05693
9.33258	9.18523
9.45835	9.3077
9.58413	9.43016
9.7099	9.55262
9.83568	9.67507
10.0348	9.72324
10.1602	9.84515
10.2855	9.96705
10.4109	10.089
10.5363	10.2108
10.6613	10.3327
10.7864	10.4543
10.9115	10.5759
11.0366	10.6975
11.156	10.8243
11.2809	10.9457
11.4058	11.067
11.5306	11.1884
11.6555	11.3097
11.7741	11.4367
11.8987	11.5577
12.0233	11.6788
12.1478	11.7998
12.2724	11.9208
12.4267	12.0121
12.5513	12.1331
12.6759	12.2541
12.8006	12.3751
12.9216	12.4991
13.046	12.6198
13.1703	12.7406
13.2947	12.8613
13.4191	12.982
13.5398	13.1058
13.6636	13.2264
13.7877	13.3468
13.9118	13.4672
14.0359	13.5876
14.1495	13.7177
14.2733	13.8378
14.397	13.9578
14.5208	14.0779
14.6328	14.2092
14.7562	14.329
14.8797	14.4488
15.0033	14.5685
15.2322	14.5848
15.3577	14.7047
15.4827	14.8251
15.6082	14.9451
15.7329	15.0658
15.733	15.3082
15.856	15.4275
15.979	15.5468
16.101	15.6671
16.222	15.7884
16.4595	15.7944
16.583	15.9146
16.7068	16.0345
16.8307	16.1543
16.9477	16.2804
17.0709	16.4001
17.1924	16.5216
17.312	16.645
17.4421	16.7577
17.5615	16.8811
17.6801	17.0054
17.7983	17.13
17.9163	17.2548
18.0236	17.3895
18.1408	17.5142
18.2578	17.6391
18.3747	17.7641
18.4509	17.9287
18.5664	18.0538
18.6785	18.1824
18.79	18.3116
18.9023	18.44
18.9874	18.5948
19.0992	18.7228
19.2095	18.8524
19.3185	18.9832
19.4007	19.1403
19.5076	19.2727
19.6153	19.4043
19.7255	19.5334
19.835	19.6632
19.9399	19.7971
20.0459	19.9298
20.1495	20.065
20.2515	20.2018
20.3522	20.3395
20.4678	20.4622
20.587	20.5815
20.7071	20.6997
20.8279	20.8172
20.9436	20.9395
21.0627	21.0582
21.1815	21.1773
21.2978	21.2988
21.3359	21.4985
21.4484	21.6237
21.5604	21.7495
21.6725	21.8752
21.7846	22.0008
21.8692	22.1537
21.982	22.2785
22.0961	22.4019
22.2113	22.5242
22.2842	22.689
22.3992	22.8117
22.5142	22.9344
22.6294	23.0569
22.7454	23.1787
22.8642	23.2971
22.9821	23.4163
23.1001	23.5355
23.2186	23.6541
23.2924	23.8178
23.4105	23.9372
23.5285	24.0567
23.6466	24.1761
23.765	24.2953
23.8839	24.4133
24.0023	24.5319
24.1207	24.6504
24.2388	24.7692
24.3636	24.8808
24.4811	24.9997
24.5986	25.1185
24.7163	25.2372
24.8345	25.3553
24.9654	25.46
25.0832	25.5778
25.2014	25.6952
25.3203	25.8119
25.454	25.9132
25.5736	26.0285
25.6933	26.1438
25.8131	26.2589
25.933	26.374
26.0614	26.48
26.1795	26.5962
26.2962	26.7138
26.4128	26.8315
26.5455	26.9326
26.6607	27.0511
26.7752	27.1703
26.8909	27.2884
27.0244	27.3881
27.142	27.5037
27.2611	27.6178
27.3812	27.7308
27.502	27.8432
27.64	27.9378
27.7603	28.0501
27.8808	28.1621
28.0014	28.2741
28.141	28.3666
28.2607	28.4789
28.3808	28.5908
28.5004	28.7033
28.6199	28.8159
28.7453	28.9221
28.8649	29.034
28.9822	29.1482
29.0975	29.2645
29.2073	29.3863
29.3355	29.4891
29.4438	29.6118
29.5526	29.734
29.662	29.8555
29.7482	30
29.8567	30.1222
29.9658	30.2438
30.0776	30.3626
30.1894	30.4815
30.3085	30.5927
30.4257	30.7056
30.5488	30.8128
30.6741	30.9177
30.7999	31.0221
30.9566	31.0951
31.0822	31.1992
31.2066	31.3044
31.3276	31.413
31.4603	31.5095
